Location,Item,Sale Department,Master Sale Department,DOB,Quantity,Net Amount,Gross Amount,Item Number
317 Marketplace,"Soda","Beverages","NA BEVERAGE",3/3/2018,6,0,0,1375
317 Marketplace,"Spicy Ranch","Food","FOOD",3/3/2018,2,0,0,1601
317 Marketplace,"Spinach","Food","FOOD",3/3/2018,2,0,0,1656
317 Marketplace,"SUP Buffalo Chicken","Food","FOOD",3/3/2018,1,11.75,11.75,640
317 Marketplace,"SUP Ham","Food","FOOD",3/3/2018,1,11.75,11.75,555
317 Marketplace,"SUP Ham - SUP-Bacon","Food","FOOD",3/3/2018,1,2,2,0
317 Marketplace,"SUP Ham - SUP-Double Cheese","Food","FOOD",3/3/2018,1,2,2,0
317 Marketplace,"SUP Ham - SUP-Double Meat","Food","FOOD",3/3/2018,1,4,4,0
317 Marketplace,"Superfood Wich","Food","FOOD",3/3/2018,5,38.75,38.75,2312
317 Marketplace,"Swiss","Food","FOOD",3/3/2018,1,0,0,1465
317 Marketplace,"The Reuben","Food","FOOD",3/3/2018,2,9.34,15.5,388
317 Marketplace,"Tomato","Food","FOOD",3/3/2018,12,0,0,1635
317 Marketplace,"Traditional Tray Large","Catering","CATERING",3/3/2018,1,95,95,7210
317 Marketplace,"Turkey","Food","FOOD",3/3/2018,2,0,0,105
317 Marketplace,"Tzatziki","Food","FOOD",3/3/2018,3,0,0,1602
317 Marketplace,"Ultimate BLT","Food","FOOD",3/3/2018,4,25,31,411
317 Marketplace,"Vinegar","Food","FOOD",3/3/2018,2,0,0,1700
317 Marketplace,"Wheat Bread","Food","FOOD",3/3/2018,2,0,0,1515
317 Marketplace,"White Bread","Food","FOOD",3/3/2018,11,0,0,1510
317 Marketplace,"Wrap Black Bean","Food","FOOD",3/3/2018,1,5.14,6,9153
317 Marketplace,"Wrap Black Bean - REG-Avocado","Food","FOOD",3/3/2018,1,0.86,1,0
317 Marketplace,"Wrap Turkey","Food","FOOD",3/3/2018,2,6,12,9101
317 Marketplace,"Yellow Mustard","Food","FOOD",3/3/2018,5,0,0,1520
317 Marketplace,"16oz Shake","Beverages","NA BEVERAGE",3/4/2018,25,79.5,79.5,342
317 Marketplace,"16oz Shake - 16oz Chocolate","Beverages","NA BEVERAGE",3/4/2018,9,0,0,0
317 Marketplace,"16oz Shake - 16oz Oreo","Beverages","NA BEVERAGE",3/4/2018,10,0,0,0
317 Marketplace,"16oz Shake - 16oz Strawberry","Beverages","NA BEVERAGE",3/4/2018,3,0,0,0
317 Marketplace,"16oz Shake - 16oz Vanilla","Beverages","NA BEVERAGE",3/4/2018,2,0,0,0
317 Marketplace,"16oz Vanilla","Beverages","NA BEVERAGE",3/4/2018,1,0,0,1811
317 Marketplace,"22oz Fountain Drink","Beverages","NA BEVERAGE",3/4/2018,47,86,94,251
317 Marketplace,"32oz  Fountain Drink","Beverages","NA BEVERAGE",3/4/2018,11,22.5,24.75,1752
317 Marketplace,"32oz Refill","Beverages","NA BEVERAGE",3/4/2018,2,3.5,3.5,644
317 Marketplace,"Avocado","Food","FOOD",3/4/2018,4,0,0,1415
317 Marketplace,"Banana Peppers","Food","FOOD",3/4/2018,1,0,0,1666
317 Marketplace,"Bell Peppers","Food","FOOD",3/4/2018,3,0,0,1665
317 Marketplace,"Black Olives","Food","FOOD",3/4/2018,4,0,0,1670
317 Marketplace,"Candy Token","Food","FOOD",3/4/2018,7,0,0,1954
317 Marketplace,"Cheddar","Food","FOOD",3/4/2018,5,0,0,1470
317 Marketplace,"Cheese Pizza","Food","FOOD",3/4/2018,3,14.17,15,1345
317 Marketplace,"Chipotle Mayo","Food","FOOD",3/4/2018,4,0,0,1547
317 Marketplace,"Chips","Food","FOOD",3/4/2018,107,130,133.75,1425
317 Marketplace,"Choc Milk","Beverages","NA BEVERAGE",3/4/2018,9,0,0,1365
317 Marketplace,"Cobb Salad Wrap","Food","FOOD",3/4/2018,4,30,30,2324
317 Marketplace,"Coldwich","Food","FOOD",3/4/2018,3,0,0,1732
317 Marketplace,"Courtney's Cake","Food","FOOD",3/4/2018,1,1.95,1.95,60001
317 Marketplace,"Courtney's Cookie","Food","FOOD",3/4/2018,2,3,3,1447
317 Marketplace,"Crispy Strings","Food","FOOD",3/4/2018,2,0,0,1625
317 Marketplace,"CrushRed Pepp","Food","FOOD",3/4/2018,1,0,0,1730
317 Marketplace,"Cucumbers","Food","FOOD",3/4/2018,2,0,0,1650
317 Marketplace,"Deli Mustard","Food","FOOD",3/4/2018,1,0,0,1535
317 Marketplace,"Drink","Beverages","NA BEVERAGE",3/4/2018,13,0,0,1746
317 Marketplace,"Drink - 22oz Fountain Drink","Beverages","NA BEVERAGE",3/4/2018,11,22,22,0
317 Marketplace,"Drink - 32oz  Fountain Drink","Beverages","NA BEVERAGE",3/4/2018,2,4.5,4.5,0
317 Marketplace,"Energy Drink","Beverages","NA BEVERAGE",3/4/2018,1,2.25,2.25,1765
317 Marketplace,"Grilled Cheese","Food","FOOD",3/4/2018,8,40,40,1335
317 Marketplace,"Gyro Favorite","Food","FOOD",3/4/2018,7,54.25,54.25,386
317 Marketplace,"Ham","Food","FOOD",3/4/2018,2,0,0,145
317 Marketplace,"Honey Mustard","Food","FOOD",3/4/2018,1,0,0,1530
317 Marketplace,"Hotwich","Food","FOOD",3/4/2018,10,0,0,1731
317 Marketplace,"Hummus","Food","FOOD",3/4/2018,1,0,0,315
317 Marketplace,"Italian Club","Food","FOOD",3/4/2018,8,50.37,62,2314
317 Marketplace,"Jalapenos","Food","FOOD",3/4/2018,2,0,0,1660
317 Marketplace,"Juice","Beverages","NA BEVERAGE",3/4/2018,6,0,0,1370
317 Marketplace,"Kid Apple Slice","Food","FOOD",3/4/2018,7,0,0,1384
317 Marketplace,"Kid Carrots","Food","FOOD",3/4/2018,2,0,0,1387
317 Marketplace,"Kids Rollups","Food","FOOD",3/4/2018,1,5,5,1326
317 Marketplace,"Kidswich","Food","FOOD",3/4/2018,8,40,40,1325
317 Marketplace,"Lay's Regular","Food","FOOD",3/4/2018,1,0,0,1982
317 Marketplace,"Lettuce","Food","FOOD",3/4/2018,13,0,0,1630
317 Marketplace,"Lettucewich Grinder","Food","FOOD",3/4/2018,1,6,6,9703
317 Marketplace,"Lettucewich Grinder - REG-Double Cheese*","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"Lettucewich Roast Beef","Food","FOOD",3/4/2018,1,6,6,9801
317 Marketplace,"Lettucewich Turkeywich","Food","FOOD",3/4/2018,1,6,6,9602
317 Marketplace,"Light Mayo","Food","FOOD",3/4/2018,1,0,0,1545
317 Marketplace,"LRG Black Bean Patty","Food","FOOD",3/4/2018,1,7.08,8.5,70
317 Marketplace,"LRG Buffalo Chicken","Food","FOOD",3/4/2018,2,17,17,47
317 Marketplace,"LRG Buffalo Chicken - LRG-Avocado","Food","FOOD",3/4/2018,1,1.5,1.5,0
317 Marketplace,"LRG Caprese","Food","FOOD",3/4/2018,2,17,17,66
317 Marketplace,"LRG Caprese - LRG-Avocado","Food","FOOD",3/4/2018,2,3,3,0
317 Marketplace,"LRG Caprese - LRG-Sliced Egg","Food","FOOD",3/4/2018,1,1.5,1.5,0
317 Marketplace,"LRG Chicken","Food","FOOD",3/4/2018,3,20.4,25.5,46
317 Marketplace,"LRG Chicken - LRG-Bacon","Food","FOOD",3/4/2018,2,2.1,3,0
317 Marketplace,"LRG Chicken Cordon Bleu","Food","FOOD",3/4/2018,1,8.5,8.5,50
317 Marketplace,"LRG Chicken Cordon Bleu - LRG-Double Cheese","Food","FOOD",3/4/2018,1,1.5,1.5,0
317 Marketplace,"LRG Club","Food","FOOD",3/4/2018,2,17,17,7
317 Marketplace,"LRG Corned Beef","Food","FOOD",3/4/2018,1,8.5,8.5,37
317 Marketplace,"LRG Grinder","Food","FOOD",3/4/2018,3,25.5,25.5,76
317 Marketplace,"LRG Grinder - LRG-Double Meat","Food","FOOD",3/4/2018,1,3,3,0
317 Marketplace,"LRG Ham","Food","FOOD",3/4/2018,3,25.5,25.5,26
317 Marketplace,"LRG Meatball","Food","FOOD",3/4/2018,1,2.5,8.5,77
317 Marketplace,"LRG Muffuletta","Food","FOOD",3/4/2018,1,8.5,8.5,78
317 Marketplace,"LRG Pepperoni Pizzawich","Food","FOOD",3/4/2018,2,17,17,79
317 Marketplace,"LRG Roast Beef","Food","FOOD",3/4/2018,3,19.5,25.5,36
317 Marketplace,"LRG The Avocado","Food","FOOD",3/4/2018,1,8.5,8.5,67
317 Marketplace,"LRG The Avocado - LRG-Avocado","Food","FOOD",3/4/2018,1,1.5,1.5,0
317 Marketplace,"LRG Turkey","Food","FOOD",3/4/2018,5,42.5,42.5,16
317 Marketplace,"LRG Turkey - LRG-Bacon","Food","FOOD",3/4/2018,2,3,3,0
317 Marketplace,"LRG Turkey - LRG-Double Meat","Food","FOOD",3/4/2018,1,3,3,0
317 Marketplace,"LRG Wicked","Food","FOOD",3/4/2018,3,30,30,99
317 Marketplace,"LRG Wicked - LRG-Double Meat","Food","FOOD",3/4/2018,2,6,6,0
317 Marketplace,"Marinara","Food","FOOD",3/4/2018,1,0,0,1575
317 Marketplace,"Meatball Grinder","Food","FOOD",3/4/2018,5,38.75,38.75,382
317 Marketplace,"Milk","Beverages","NA BEVERAGE",3/4/2018,2,0,0,1360
317 Marketplace,"Mozzarella","Food","FOOD",3/4/2018,4,0,0,1485
317 Marketplace,"Mushrooms","Food","FOOD",3/4/2018,1,0,0,1680
317 Marketplace,"Oil","Food","FOOD",3/4/2018,2,0,0,1695
317 Marketplace,"Olive Salad","Food","FOOD",3/4/2018,2,0,0,1675
317 Marketplace,"Oregano","Food","FOOD",3/4/2018,3,0,0,1705
317 Marketplace,"PB & J","Food","FOOD",3/4/2018,6,30,30,1330
317 Marketplace,"Pepper","Food","FOOD",3/4/2018,3,0,0,1720
317 Marketplace,"Pepper Jack","Food","FOOD",3/4/2018,2,0,0,1480
317 Marketplace,"Pesto","Food","FOOD",3/4/2018,2,0,0,1580
317 Marketplace,"Philly Cheesesteak","Food","FOOD",3/4/2018,9,69.75,69.75,392
317 Marketplace,"Pickles","Food","FOOD",3/4/2018,4,0,0,1640
317 Marketplace,"Provolone","Food","FOOD",3/4/2018,4,0,0,1475
317 Marketplace,"PX Loyalty","Retail","RETAIL",3/4/2018,28,0,0,80020
317 Marketplace,"PX Point Accrual","Retail","RETAIL",3/4/2018,26,0,0,80010
317 Marketplace,"Ranch","Food","FOOD",3/4/2018,2,0,0,1600
317 Marketplace,"Red Onions","Food","FOOD",3/4/2018,3,0,0,1620
317 Marketplace,"REG Black Bean Patty","Food","FOOD",3/4/2018,1,6,6,325
317 Marketplace,"REG Black Bean Patty - REG-Avocado","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"REG Buff Chicken","Food","FOOD",3/4/2018,6,36,36,230
317 Marketplace,"REG Caprese","Food","FOOD",3/4/2018,1,6,6,305
317 Marketplace,"REG Chicken","Food","FOOD",3/4/2018,8,45,48,225
317 Marketplace,"REG Chicken - REG-Bacon","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"REG Chicken Cordon Bleu","Food","FOOD",3/4/2018,2,12,12,245
317 Marketplace,"REG Chicken Cordon Bleu - REG-Double Cheese","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"REG Chicken Pesto","Food","FOOD",3/4/2018,4,24,24,365
317 Marketplace,"REG Chicken Pesto - REG-Sliced Egg","Food","FOOD",3/4/2018,2,2,2,0
317 Marketplace,"REG Chicken Salad","Food","FOOD",3/4/2018,2,12,12,395
317 Marketplace,"REG Club","Food","FOOD",3/4/2018,4,24,24,430
317 Marketplace,"REG Crab Salad","Food","FOOD",3/4/2018,2,12,12,270
317 Marketplace,"REG Egg Salad","Food","FOOD",3/4/2018,1,6,6,390
317 Marketplace,"REG French Dip","Food","FOOD",3/4/2018,2,12,12,445
317 Marketplace,"REG Grinder","Food","FOOD",3/4/2018,4,24,24,345
317 Marketplace,"REG Grinder - REG-Double Meat","Food","FOOD",3/4/2018,1,2,2,0
317 Marketplace,"REG Ham","Food","FOOD",3/4/2018,9,51,54,145
317 Marketplace,"REG Ham - REG-Avocado","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"REG Ham - REG-Bacon","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"REG Ham - REG-Double Meat","Food","FOOD",3/4/2018,1,2,2,0
317 Marketplace,"REG Ham - REG-Sliced Egg","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"REG Meatball","Food","FOOD",3/4/2018,1,6,6,350
317 Marketplace,"REG Pepperoni Pizzawich","Food","FOOD",3/4/2018,4,24,24,360
317 Marketplace,"REG Roast Beef","Food","FOOD",3/4/2018,5,30,30,185
317 Marketplace,"REG Roast Beef - REG-Bacon","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"REG Surf & Turf","Food","FOOD",3/4/2018,1,6,6,275
317 Marketplace,"REG Tuna Salad","Food","FOOD",3/4/2018,1,0,6,265
317 Marketplace,"REG Turkey","Food","FOOD",3/4/2018,31,168,174,105
317 Marketplace,"REG Turkey - REG-Avocado","Food","FOOD",3/4/2018,2,2,2,0
317 Marketplace,"REG Turkey - REG-Bacon","Food","FOOD",3/4/2018,6,6,6,0
317 Marketplace,"REG Turkey - REG-Double Meat","Food","FOOD",3/4/2018,3,6,6,0
317 Marketplace,"REG Turkeywich","Food","FOOD",3/4/2018,3,12,18,120
317 Marketplace,"REG Turkeywich - REG-Avocado","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"REG Wicked","Food","FOOD",3/4/2018,3,20,21,98
317 Marketplace,"Regular Mayo","Food","FOOD",3/4/2018,2,0,0,1540
317 Marketplace,"Roast Beef","Food","FOOD",3/4/2018,1,0,0,185
317 Marketplace,"Salt","Food","FOOD",3/4/2018,2,0,0,1715
317 Marketplace,"Salt & Vinegar Kettle","Food","FOOD",3/4/2018,1,0,0,1988
317 Marketplace,"SLD Black Bean Patty","Food","FOOD",3/4/2018,2,14,14,1145
317 Marketplace,"SLD Black Bean Patty - REG-Avocado","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"SLD Egg Salad","Food","FOOD",3/4/2018,1,7,7,1210
317 Marketplace,"SLD Tuna Salad","Food","FOOD",3/4/2018,1,1,7,1085
317 Marketplace,"SLD Tuna Salad - REG-Sliced Egg","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"Soda","Beverages","NA BEVERAGE",3/4/2018,8,0,0,1375
317 Marketplace,"Spinach","Food","FOOD",3/4/2018,2,0,0,1656
317 Marketplace,"SUP Buffalo Chicken","Food","FOOD",3/4/2018,1,11.75,11.75,640
317 Marketplace,"SUP Chicken Pesto","Food","FOOD",3/4/2018,2,11.75,23.5,775
317 Marketplace,"SUP Corned Beef","Food","FOOD",3/4/2018,1,11.75,11.75,600
317 Marketplace,"SUP Corned Beef - SUP-Double Cheese","Food","FOOD",3/4/2018,1,2,2,0
317 Marketplace,"SUP Wicked","Food","FOOD",3/4/2018,2,27.5,27.5,507
317 Marketplace,"SUP Wicked - SUP-Avocado","Food","FOOD",3/4/2018,1,2,2,0
317 Marketplace,"Superfood Wich","Food","FOOD",3/4/2018,1,7.75,7.75,2312
317 Marketplace,"Swiss","Food","FOOD",3/4/2018,2,0,0,1465
317 Marketplace,"The Reuben","Food","FOOD",3/4/2018,5,38.75,38.75,388
317 Marketplace,"Tomato","Food","FOOD",3/4/2018,10,0,0,1635
317 Marketplace,"Turkey","Food","FOOD",3/4/2018,6,0,0,105
317 Marketplace,"Ultimate BLT","Food","FOOD",3/4/2018,11,85.25,85.25,411
317 Marketplace,"Vinegar","Food","FOOD",3/4/2018,2,0,0,1700
317 Marketplace,"Wheat Bread","Food","FOOD",3/4/2018,2,0,0,1515
317 Marketplace,"White Bread","Food","FOOD",3/4/2018,13,0,0,1510
317 Marketplace,"Wrap Chicken Pesto","Food","FOOD",3/4/2018,1,6,6,9053
317 Marketplace,"Wrap Club","Food","FOOD",3/4/2018,1,6,6,9007
317 Marketplace,"Wrap Club - REG-Avocado","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"Wrap Cordon Bleu","Food","FOOD",3/4/2018,1,6,6,9253
317 Marketplace,"Wrap Cordon Bleu - REG-Avocado","Food","FOOD",3/4/2018,1,1,1,0
317 Marketplace,"Wrap The Avocado","Food","FOOD",3/4/2018,1,6,6,9151
317 Marketplace,"Wrap Turkey","Food","FOOD",3/4/2018,1,6,6,9101
317 Marketplace,"Wrap Turkeywich","Food","FOOD",3/4/2018,1,6,6,9102
317 Marketplace,"Yellow Cheese","Food","FOOD",3/4/2018,1,0,0,1492
317 Marketplace,"Yellow Mustard","Food","FOOD",3/4/2018,1,0,0,1520
317 Marketplace,"1000 Island","Food","FOOD",3/5/2018,2,0,0,1595
317 Marketplace,"16oz Shake","Beverages","NA BEVERAGE",3/5/2018,13,42.25,42.25,342
317 Marketplace,"16oz Shake - 16oz Chocolate","Beverages","NA BEVERAGE",3/5/2018,3,0,0,0
317 Marketplace,"16oz Shake - 16oz Oreo","Beverages","NA BEVERAGE",3/5/2018,7,0,0,0
317 Marketplace,"16oz Shake - 16oz Strawberry","Beverages","NA BEVERAGE",3/5/2018,2,0,0,0
317 Marketplace,"16oz Shake - 16oz Vanilla","Beverages","NA BEVERAGE",3/5/2018,1,0,0,0
317 Marketplace,"22oz Fountain Drink","Beverages","NA BEVERAGE",3/5/2018,26,45.21,52,251
317 Marketplace,"32oz  Fountain Drink","Beverages","NA BEVERAGE",3/5/2018,22,47.25,49.5,1752
317 Marketplace,"32oz Refill","Beverages","NA BEVERAGE",3/5/2018,3,5.25,5.25,644
317 Marketplace,"American","Food","FOOD",3/5/2018,2,0,0,1460
317 Marketplace,"Avocado","Food","FOOD",3/5/2018,2,0,0,1415
317 Marketplace,"Banana Peppers","Food","FOOD",3/5/2018,2,0,0,1666
317 Marketplace,"BBQ Kettle Chips","Food","FOOD",3/5/2018,1,0,0,1987
317 Marketplace,"Bell Peppers","Food","FOOD",3/5/2018,1,0,0,1665
317 Marketplace,"Black Olives","Food","FOOD",3/5/2018,3,0,0,1670
317 Marketplace,"Brownie","Food","FOOD",3/5/2018,16,0,0,1431
317 Marketplace,"Buffalo","Food","FOOD",3/5/2018,6,0,0,1570
317 Marketplace,"Caramel Onion","Food","FOOD",3/5/2018,1,0,0,1615
317 Marketplace,"Cheddar","Food","FOOD",3/5/2018,3,0,0,1470
317 Marketplace,"Chipotle Mayo","Food","FOOD",3/5/2018,1,0,0,1547
317 Marketplace,"Chips","Food","FOOD",3/5/2018,63,77,78.75,1425
317 Marketplace,"Choc Milk","Beverages","NA BEVERAGE",3/5/2018,1,0,0,1365
317 Marketplace,"Coldwich","Food","FOOD",3/5/2018,1,0,0,1732
317 Marketplace,"Courtney's Cookie","Food","FOOD",3/5/2018,4,4.5,6,1447
317 Marketplace,"Cucumbers","Food","FOOD",3/5/2018,2,0,0,1650
317 Marketplace,"Deluxe Box Lunch","Catering","CATERING",3/5/2018,16,180,180,7270
317 Marketplace,"Deluxe Box Lunch - Caprese Pasta Salad","Catering","CATERING",3/5/2018,16,0,0,0
317 Marketplace,"Drink","Beverages","NA BEVERAGE",3/5/2018,10,0,0,1746
317 Marketplace,"Drink - 22oz Fountain Drink","Beverages","NA BEVERAGE",3/5/2018,8,16,16,0
317 Marketplace,"Drink - 32oz  Fountain Drink","Beverages","NA BEVERAGE",3/5/2018,2,4.5,4.5,0
317 Marketplace,"Gyro Favorite","Food","FOOD",3/5/2018,2,15.5,15.5,386
317 Marketplace,"Gyro Favorite - REG-Double Meat","Food","FOOD",3/5/2018,1,2,2,0
317 Marketplace,"Ham","Food","FOOD",3/5/2018,1,0,0,145
317 Marketplace,"Hotwich","Food","FOOD",3/5/2018,22,0,0,1731
317 Marketplace,"House Chips","Food","FOOD",3/5/2018,17,0,0,1981
317 Marketplace,"Hummus","Food","FOOD",3/5/2018,1,0,0,315
317 Marketplace,"Italian Club","Food","FOOD",3/5/2018,5,38.75,38.75,2314
317 Marketplace,"Jalapeno Hummus","Food","FOOD",3/5/2018,1,0,0,1587
317 Marketplace,"Jalapeno Kettle Chips","Food","FOOD",3/5/2018,2,0,0,1986
317 Marketplace,"Jalapenos","Food","FOOD",3/5/2018,2,0,0,1660
317 Marketplace,"Kids Rollups","Food","FOOD",3/5/2018,1,5,5,1326
317 Marketplace,"Kidswich","Food","FOOD",3/5/2018,1,2.5,5,1325
317 Marketplace,"Lay's Regular","Food","FOOD",3/5/2018,1,0,0,1982
317 Marketplace,"Lettuce","Food","FOOD",3/5/2018,10,0,0,1630
317 Marketplace,"Lettucewich Black Bean","Food","FOOD",3/5/2018,1,0,6,9653
317 Marketplace,"Lettucewich Buff Chicken","Food","FOOD",3/5/2018,1,6,6,9552
317 Marketplace,"Lettucewich Chicken","Food","FOOD",3/5/2018,2,12,12,9551
317 Marketplace,"Lettucewich Chicken - REG-Sliced Egg*","Food","FOOD",3/5/2018,2,2,2,0
317 Marketplace,"Lettucewich Turkey","Food","FOOD",3/5/2018,2,12,12,9601
317 Marketplace,"Lettucewich Turkey - REG-Avocado*","Food","FOOD",3/5/2018,1,1,1,0
317 Marketplace,"Light Mayo","Food","FOOD",3/5/2018,1,0,0,1545
317 Marketplace,"LRG Black Bean Patty","Food","FOOD",3/5/2018,1,8.5,8.5,70
317 Marketplace,"LRG Buffalo Chicken","Food","FOOD",3/5/2018,1,8.5,8.5,47
317 Marketplace,"LRG Chicken Cordon Bleu","Food","FOOD",3/5/2018,2,11,17,50
317 Marketplace,"LRG Club","Food","FOOD",3/5/2018,1,8.5,8.5,7
317 Marketplace,"LRG Egg Salad","Food","FOOD",3/5/2018,1,8.5,8.5,87
317 Marketplace,"LRG French Dip","Food","FOOD",3/5/2018,1,8.5,8.5,10
317 Marketplace,"LRG Grinder","Food","FOOD",3/5/2018,1,8.5,8.5,76
317 Marketplace,"LRG Ham","Food","FOOD",3/5/2018,2,17,17,26
317 Marketplace,"LRG Muffuletta","Food","FOOD",3/5/2018,1,8.5,8.5,78
317 Marketplace,"LRG Roast Beef","Food","FOOD",3/5/2018,2,17,17,36
317 Marketplace,"LRG Tuna Salad","Food","FOOD",3/5/2018,3,25.5,25.5,56
317 Marketplace,"LRG Turkey","Food","FOOD",3/5/2018,3,25.5,25.5,16
317 Marketplace,"LRG Turkey - LRG-Double Meat","Food","FOOD",3/5/2018,1,3,3,0
317 Marketplace,"LRG Wicked","Food","FOOD",3/5/2018,4,36.04,40,99
317 Marketplace,"LRG Wicked - LRG-Avocado","Food","FOOD",3/5/2018,1,1.5,1.5,0
317 Marketplace,"LRG Wicked - LRG-Sliced Egg","Food","FOOD",3/5/2018,1,1.5,1.5,0
317 Marketplace,"Marinara","Food","FOOD",3/5/2018,1,0,0,1575
317 Marketplace,"Meatball Grinder","Food","FOOD",3/5/2018,1,7.75,7.75,382
317 Marketplace,"Mozzarella","Food","FOOD",3/5/2018,3,0,0,1485
317 Marketplace,"Mushrooms","Food","FOOD",3/5/2018,1,0,0,1680
317 Marketplace,"Oil","Food","FOOD",3/5/2018,1,0,0,1695
317 Marketplace,"Olive Salad","Food","FOOD",3/5/2018,1,0,0,1675
317 Marketplace,"Pepper","Food","FOOD",3/5/2018,3,0,0,1720
317 Marketplace,"Pepper Jack","Food","FOOD",3/5/2018,4,0,0,1480
317 Marketplace,"Pesto","Food","FOOD",3/5/2018,2,0,0,1580
317 Marketplace,"Philly Cheesesteak","Food","FOOD",3/5/2018,4,25,31,392
317 Marketplace,"Pickles","Food","FOOD",3/5/2018,5,0,0,1640
317 Marketplace,"Provolone","Food","FOOD",3/5/2018,8,0,0,1475
317 Marketplace,"PX Loyalty","Retail","RETAIL",3/5/2018,34,0,0,80020
317 Marketplace,"PX Point Accrual","Retail","RETAIL",3/5/2018,30,0,0,80010
317 Marketplace,"Quinoa","Food","FOOD",3/5/2018,1,0,0,1663
317 Marketplace,"Ranch","Food","FOOD",3/5/2018,3,0,0,1600
317 Marketplace,"Red Onions","Food","FOOD",3/5/2018,2,0,0,1620
317 Marketplace,"REG Black Bean Patty","Food","FOOD",3/5/2018,1,6,6,325
317 Marketplace,"REG Buff Chicken","Food","FOOD",3/5/2018,11,60,66,230
317 Marketplace,"REG Buff Chicken - REG-Double Cheese","Food","FOOD",3/5/2018,1,1,1,0
317 Marketplace,"REG Caprese","Food","FOOD",3/5/2018,2,12,12,305
317 Marketplace,"REG Chicken","Food","FOOD",3/5/2018,6,6,6,225
317 Marketplace,"REG Chicken Pesto","Food","FOOD",3/5/2018,2,12,12,365
317 Marketplace,"REG Club","Food","FOOD",3/5/2018,4,18,18,430
317 Marketplace,"REG Corned Beef","Food","FOOD",3/5/2018,2,12,12,190
317 Marketplace,"REG French Dip","Food","FOOD",3/5/2018,5,30,30,445
317 Marketplace,"REG Grinder","Food","FOOD",3/5/2018,10,36,42,345
317 Marketplace,"REG Grinder - REG-Double Meat","Food","FOOD",3/5/2018,1,2,2,0
317 Marketplace,"REG Ham","Food","FOOD",3/5/2018,9,30,36,145
317 Marketplace,"REG Meatball","Food","FOOD",3/5/2018,1,6,6,350
317 Marketplace,"REG Meatball - REG-Double Cheese","Food","FOOD",3/5/2018,1,1,1,0
317 Marketplace,"REG Roast Beef","Food","FOOD",3/5/2018,3,12,18,185
317 Marketplace,"REG The Avocado","Food","FOOD",3/5/2018,3,12,12,310
317 Marketplace,"REG The Avocado - REG-Sliced Egg","Food","FOOD",3/5/2018,1,1,1,0
317 Marketplace,"REG Tuna Salad","Food","FOOD",3/5/2018,1,6,6,265
317 Marketplace,"REG Turkey","Food","FOOD",3/5/2018,16,75,78,105
317 Marketplace,"REG Turkey - REG-Avocado","Food","FOOD",3/5/2018,1,1,1,0
317 Marketplace,"REG Turkey - REG-Bacon","Food","FOOD",3/5/2018,2,1.5,2,0
317 Marketplace,"REG Turkey - REG-Double Cheese","Food","FOOD",3/5/2018,2,2,2,0
317 Marketplace,"REG Wicked","Food","FOOD",3/5/2018,2,14,14,98
317 Marketplace,"Regular Mayo","Food","FOOD",3/5/2018,2,0,0,1540
317 Marketplace,"Roasted Red Peppers","Food","FOOD",3/5/2018,1,0,0,0
317 Marketplace,"Salt","Food","FOOD",3/5/2018,4,0,0,1715
317 Marketplace,"Salt & Vinegar Kettle","Food","FOOD",3/5/2018,4,0,0,1988
317 Marketplace,"Sauerkraut","Food","FOOD",3/5/2018,2,0,0,1685
317 Marketplace,"Sauteed Bell Peppers","Food","FOOD",3/5/2018,1,0,0,1669
317 Marketplace,"Side Au Jus","Food","FOOD",3/5/2018,1,0,0,1603
317 Marketplace,"SLD Crab Salad","Food","FOOD",3/5/2018,1,7,7,1090
317 Marketplace,"SLD Surf & Turf","Food","FOOD",3/5/2018,1,7,7,1095
317 Marketplace,"SLD Surf & Turf - REG-Avocado","Food","FOOD",3/5/2018,1,1,1,0
317 Marketplace,"SLD Surf & Turf - REG-Double Meat","Food","FOOD",3/5/2018,1,2,2,0
317 Marketplace,"Soda","Beverages","NA BEVERAGE",3/5/2018,1,0,0,1375
317 Marketplace,"Spinach","Food","FOOD",3/5/2018,1,0,0,1656
317 Marketplace,"SunChips","Food","FOOD",3/5/2018,1,0,0,1985
317 Marketplace,"SUP French Dip","Food","FOOD",3/5/2018,1,5.75,11.75,855
317 Marketplace,"SUP Turkey","Food","FOOD",3/5/2018,1,11.75,11.75,515
317 Marketplace,"Superfood Wich","Food","FOOD",3/5/2018,5,38.75,38.75,2312
317 Marketplace,"Swiss","Food","FOOD",3/5/2018,4,0,0,1465
317 Marketplace,"The Reuben","Food","FOOD",3/5/2018,5,32.75,38.75,388
317 Marketplace,"Tomato","Food","FOOD",3/5/2018,9,0,0,1635
